FounderExperience,TeamSize,FundingAmount,MarketSize,InnovationScore,MarketingBudget,CompetitionLevel,IndustryType,FounderEducation,ProductStage,RevenueGrowth,StartupSuccess
6,9,25.66,3,10,6.09,10,HealthTech,Masters,Prototype,92.43,1
9,47,38.7,10,1,11.61,2,AI,Masters,MVP,65.43,1
12,15,2.3,10,6,10.01,2,Ecommerce,Masters,MVP,67.77,1
16,48,34.7,2,1,11.63,7,AgriTech,PhD,Growth,15.58,0
20,46,32.45,7,9,5.8,5,HealthTech,Bachelors,Idea,86.88,1
13,40,11.65,1,2,7.4,5,AI,MBA,MVP,49.15,1
1,18,34.1,6,2,1.77,8,EdTech,Bachelors,MVP,84.28,1
21,42,47.02,6,7,1.14,7,Ecommerce,Masters,Growth,19.8,1
10,20,2.43,3,2,5.14,9,Ecommerce,PhD,Growth,73.1,0
0,6,16.05,2,10,1.58,4,EdTech,MBA,Idea,53.2,0
18,12,21.97,2,8,2.17,10,AgriTech,Masters,Prototype,-4.67,1
20,2,44.97,9,6,16.28,4,FinTech,MBA,Prototype,34.59,1
3,7,48.12,5,7,0.87,2,AI,MBA,Idea,10.23,1
18,16,22.26,7,7,13.21,3,EdTech,Bachelors,Prototype,29.51,1
20,3,37.53,5,6,5.52,1,Ecommerce,Masters,Growth,32.17,1
10,45,26.63,7,10,17.44,1,AI,MBA,Growth,42.24,1
7,3,26.94,4,9,9.75,7,AgriTech,Bachelors,Growth,56.03,1
10,27,13.98,8,9,6.18,5,AI,PhD,Prototype,52.81,1
3,50,10.93,10,7,10.4,3,FinTech,MBA,Prototype,-5.71,0
16,43,14.47,10,9,7.7,7,Ecommerce,Masters,MVP,72.58,1
6,40,27.86,7,10,11.33,2,HealthTech,PhD,MVP,94.41,0
7,38,1.55,10,3,2.38,3,FinTech,MBA,MVP,28.35,0
2,33,45.37,5,3,19.94,1,FinTech,MBA,Prototype,9.77,0
21,28,7.9,6,1,8.57,8,HealthTech,Masters,MVP,49.4,0
1,1,11.08,5,5,7.03,2,HealthTech,MBA,Growth,67.54,1
22,55,25.96,7,4,14.23,7,AgriTech,Masters,Prototype,64.68,1
14,8,35.53,2,2,7.34,9,AgriTech,Masters,Idea,57.33,0
23,37,4.88,5,9,16.68,6,FinTech,Masters,Prototype,6.09,0
21,32,15.95,10,3,9.14,2,AI,Masters,MVP,82.05,1
21,48,48.44,3,8,14.42,2,EdTech,MBA,Prototype,36.82,1
4,43,13.19,9,6,2.24,9,EdTech,PhD,MVP,14.36,1
23,37,15.72,6,5,16.94,10,FinTech,PhD,MVP,-0.51,1
0,4,41.84,10,1,14.74,8,AI,Bachelors,Idea,35.84,0
3,30,2.61,3,4,4.31,9,HealthTech,Masters,Idea,57.98,0
14,6,23.28,7,3,2.99,4,SaaS,MBA,Growth,63.19,1
19,46,19.04,4,1,6.39,4,FinTech,MBA,MVP,95.9,1
18,54,15.9,3,5,19.52,2,Ecommerce,Bachelors,Prototype,6.85,1
2,19,14.36,8,6,5.21,10,AI,PhD,Idea,98.44,1
19,32,4.66,4,2,9.18,1,Ecommerce,MBA,Idea,62.01,1
10,9,15.81,1,3,0.7,10,Ecommerce,Bachelors,MVP,39.97,0
16,12,2.25,6,6,8.0,4,FinTech,PhD,Prototype,87.7,1
12,11,39.07,10,4,11.47,10,AI,MBA,Idea,66.39,0
10,46,19.97,1,9,19.07,10,Ecommerce,Masters,Idea,28.36,0
1,55,22.25,5,5,10.38,8,AgriTech,Bachelors,Prototype,87.25,0
8,16,44.69,7,4,16.4,2,AgriTech,MBA,Idea,63.33,0
1,1,32.94,6,2,10.99,8,AI,Bachelors,Prototype,66.87,0
20,45,0.5,2,6,0.91,1,EdTech,Bachelors,MVP,88.6,0
8,55,47.16,4,10,6.37,1,SaaS,Bachelors,Idea,39.33,1
8,53,11.93,2,2,11.55,4,Ecommerce,Masters,MVP,62.26,0
7,21,5.47,1,7,19.02,7,Ecommerce,PhD,Prototype,71.92,1
16,30,38.43,3,3,17.2,9,AI,PhD,MVP,39.93,0
0,13,25.07,3,9,4.64,5,AgriTech,MBA,MVP,-0.82,1
24,34,21.75,7,5,4.48,2,SaaS,Masters,MVP,74.86,1
10,4,12.55,1,8,4.1,7,EdTech,PhD,Growth,-4.74,0
7,28,27.42,9,6,18.46,2,Ecommerce,MBA,Prototype,68.97,1
9,38,13.79,6,10,17.07,9,FinTech,MBA,Prototype,90.2,1
24,58,45.09,4,8,15.52,9,AgriTech,Bachelors,Prototype,28.17,1
6,31,10.84,3,3,7.92,3,AI,Masters,Prototype,1.23,0
2,59,44.23,3,3,10.14,8,AI,PhD,Prototype,15.62,1
2,55,28.01,2,5,9.34,4,AgriTech,Masters,Idea,51.85,0
17,27,41.44,2,10,5.14,3,Ecommerce,Masters,Idea,93.69,1
4,5,35.67,10,3,10.15,1,EdTech,PhD,Idea,46.35,1
11,25,34.87,5,8,0.71,5,Ecommerce,PhD,MVP,2.4,0
11,3,16.28,9,10,2.72,4,AgriTech,Masters,MVP,59.06,1
18,33,11.77,2,8,17.74,1,HealthTech,MBA,Prototype,70.61,0
5,4,10.62,2,2,15.06,10,Ecommerce,Masters,Growth,33.26,0
1,25,42.87,6,4,8.52,8,SaaS,PhD,Prototype,69.37,0
11,20,41.04,10,10,10.39,8,AgriTech,Masters,Idea,25.73,0
18,34,22.08,2,1,7.46,8,SaaS,PhD,Prototype,76.8,0
4,26,6.71,4,4,14.84,3,AgriTech,MBA,MVP,27.52,1
11,5,19.17,6,4,15.71,6,HealthTech,Masters,Prototype,18.17,1
16,35,31.01,5,10,15.29,7,SaaS,MBA,Idea,86.71,1
16,28,22.77,1,9,14.48,9,SaaS,Masters,Prototype,50.33,0
9,29,39.03,6,3,4.17,5,FinTech,Masters,MVP,21.37,1
24,9,49.88,1,2,6.83,9,AI,PhD,Growth,92.86,0
22,52,9.64,3,9,9.45,6,SaaS,Bachelors,Idea,65.99,1
16,38,23.04,10,9,6.68,10,AI,PhD,Prototype,14.28,1
14,50,21.61,5,1,15.12,10,AgriTech,Masters,MVP,57.61,1
11,6,15.29,10,6,6.65,10,EdTech,Bachelors,Idea,85.74,0
15,19,9.98,5,10,2.85,4,Ecommerce,Bachelors,Idea,66.58,0
23,44,3.38,10,8,8.04,1,FinTech,MBA,MVP,16.92,1
18,57,44.37,6,3,19.6,1,AgriTech,Masters,Prototype,61.37,1
7,11,21.05,10,9,4.6,10,HealthTech,PhD,Prototype,58.11,1
20,2,24.9,8,2,12.28,5,EdTech,Bachelors,Prototype,80.29,0
16,47,45.86,5,6,8.72,3,FinTech,Bachelors,Idea,9.59,1
22,44,38.84,1,1,1.51,5,FinTech,PhD,Growth,66.96,1
4,44,6.61,5,7,9.81,5,AgriTech,PhD,Idea,-6.99,0
21,9,28.31,3,3,14.07,1,HealthTech,Bachelors,Prototype,66.58,1
15,21,22.17,4,7,10.31,8,HealthTech,PhD,Idea,95.65,1
5,24,39.88,8,4,17.45,5,AI,MBA,Growth,9.18,1
7,34,36.24,7,9,5.85,5,Ecommerce,Bachelors,Idea,24.24,0
24,22,34.55,5,5,1.82,9,AgriTech,MBA,MVP,54.12,0
17,3,17.09,2,3,18.74,8,EdTech,Masters,Prototype,70.56,0
24,12,40.27,6,8,7.63,1,Ecommerce,MBA,Prototype,27.88,0
11,28,2.71,6,6,11.57,3,EdTech,PhD,Prototype,63.07,0
14,30,8.07,10,2,15.86,7,FinTech,Bachelors,Idea,88.92,1
8,26,16.85,10,3,6.55,1,SaaS,MBA,Idea,69.92,1
12,48,3.93,6,8,14.35,1,SaaS,PhD,Idea,68.21,1
14,21,11.83,9,10,2.79,5,AgriTech,PhD,Prototype,32.02,1
9,28,41.52,8,7,5.9,9,HealthTech,MBA,Idea,90.26,0
15,56,47.42,8,10,2.98,6,HealthTech,Bachelors,Prototype,20.51,0
6,26,15.3,1,6,16.24,10,FinTech,MBA,Idea,12.58,1
16,33,13.3,5,1,4.53,2,FinTech,Masters,Prototype,30.06,1
22,21,14.07,7,9,14.38,9,EdTech,MBA,MVP,61.52,1
20,35,13.96,6,3,18.87,6,FinTech,MBA,Idea,84.78,1
21,52,1.89,5,5,10.6,5,AgriTech,Bachelors,Prototype,4.53,1
6,34,46.35,8,7,10.85,5,EdTech,MBA,MVP,79.52,0
13,41,10.76,3,7,9.27,3,Ecommerce,PhD,MVP,79.41,1
14,51,21.06,6,3,6.59,6,HealthTech,Bachelors,Growth,54.56,0
20,47,0.58,5,4,9.57,4,HealthTech,PhD,Idea,73.67,0
6,18,42.91,8,10,12.1,10,SaaS,Bachelors,Prototype,10.01,1
8,58,36.58,4,7,19.72,2,SaaS,Masters,Growth,8.65,1
18,11,47.34,8,8,18.76,3,AgriTech,Masters,Idea,84.91,1
15,57,39.1,10,2,17.26,9,HealthTech,Masters,MVP,44.8,1
7,23,15.75,2,9,17.79,9,AgriTech,MBA,Idea,17.05,1
17,48,12.47,9,7,9.41,6,Ecommerce,Masters,Prototype,65.76,0
22,22,34.92,9,8,13.18,10,Ecommerce,Bachelors,MVP,88.11,1
17,17,18.27,10,6,17.91,10,AI,Masters,Growth,59.56,1
19,5,28.35,10,6,7.92,9,EdTech,Bachelors,Idea,28.21,0
6,44,0.41,6,9,19.24,4,SaaS,PhD,Idea,43.16,1
2,11,3.19,4,4,8.37,5,EdTech,MBA,Growth,72.75,1
17,30,26.81,4,5,12.06,10,SaaS,PhD,Idea,-2.57,0
9,15,28.35,6,9,14.23,6,AI,PhD,Idea,13.89,1
6,27,37.6,5,1,19.02,9,HealthTech,Masters,Idea,40.88,0
16,35,6.69,6,4,4.97,5,AgriTech,Masters,MVP,56.47,0
13,33,25.71,7,7,14.95,8,EdTech,Masters,MVP,27.31,0
23,20,9.8,7,9,10.46,1,SaaS,PhD,Prototype,22.82,1
2,16,4.75,9,10,5.44,5,EdTech,MBA,Idea,-5.45,1
11,34,20.58,8,6,15.55,10,HealthTech,MBA,Prototype,-6.41,0
12,2,8.25,6,8,11.09,1,AgriTech,PhD,MVP,20.66,0
1,35,11.17,6,9,13.25,10,FinTech,MBA,Idea,48.36,0
2,40,15.95,5,10,6.53,6,SaaS,PhD,Prototype,51.2,0
4,56,13.04,1,4,9.68,7,FinTech,PhD,Idea,44.34,1
10,28,4.47,9,1,12.39,5,AI,MBA,Idea,35.09,1
7,47,4.59,9,8,8.16,1,AgriTech,Bachelors,Growth,17.75,0
22,39,9.74,9,2,4.05,6,Ecommerce,Bachelors,Prototype,34.08,0
22,6,2.62,8,1,19.24,10,EdTech,Masters,MVP,5.26,1
11,9,31.36,10,7,10.28,5,SaaS,MBA,Prototype,2.68,1
6,20,14.44,3,10,14.71,6,EdTech,Masters,Prototype,22.99,1
14,1,14.06,1,9,8.28,10,AI,PhD,Prototype,99.49,1
23,8,16.67,8,9,7.17,7,AI,Bachelors,Growth,25.91,1
16,55,33.17,7,3,8.2,7,EdTech,MBA,Idea,93.01,0
3,23,43.54,5,6,8.24,2,SaaS,MBA,MVP,33.15,1
21,3,37.98,10,7,10.93,3,AgriTech,MBA,Growth,38.29,0
24,4,36.4,7,10,10.92,6,HealthTech,Bachelors,MVP,77.68,0
12,58,24.27,10,9,9.99,3,AgriTech,Masters,Growth,0.3,1
17,25,34.72,4,2,2.78,2,HealthTech,Bachelors,Idea,10.05,0
0,47,27.68,9,8,9.97,4,Ecommerce,Masters,MVP,97.12,0
15,38,10.89,10,7,3.47,5,AgriTech,PhD,Prototype,45.65,1
12,15,10.51,2,4,2.61,10,EdTech,PhD,Growth,-5.13,0
9,21,14.89,9,2,18.66,9,EdTech,Masters,MVP,-4.79,1
11,35,45.55,9,8,12.14,3,SaaS,PhD,Idea,89.8,1
1,57,27.42,5,5,13.22,3,EdTech,PhD,MVP,86.07,1
22,53,36.72,1,6,8.1,6,SaaS,MBA,Growth,40.42,1
2,53,17.39,7,7,18.19,5,EdTech,MBA,Idea,7.95,1
9,46,20.45,10,10,12.79,6,AI,Bachelors,Prototype,81.33,1
1,52,6.37,10,1,15.41,7,FinTech,Bachelors,Growth,25.71,1
22,14,8.65,4,8,7.43,3,EdTech,Bachelors,Growth,36.1,1
12,36,41.39,9,4,19.2,5,FinTech,MBA,Idea,65.07,1
12,12,29.28,6,9,16.43,8,HealthTech,Bachelors,Growth,28.87,1
17,17,16.94,3,1,17.09,4,Ecommerce,Bachelors,MVP,59.15,1
2,39,40.16,6,2,3.53,10,AgriTech,MBA,Prototype,87.38,0
6,9,12.4,10,6,5.49,2,AgriTech,Masters,MVP,77.71,0
13,35,48.8,6,10,5.78,4,HealthTech,MBA,Idea,31.98,0
19,13,17.31,5,1,5.49,2,EdTech,Masters,Growth,21.67,0
16,15,16.93,2,4,17.12,3,AgriTech,MBA,Prototype,21.41,1
20,18,15.66,10,8,0.73,4,SaaS,Bachelors,Idea,28.35,1
11,51,6.19,10,10,1.61,4,HealthTech,PhD,MVP,44.29,1
24,33,5.65,2,5,5.55,10,AI,PhD,Growth,35.83,0
15,6,32.44,7,9,4.08,9,FinTech,Masters,Growth,4.63,0
23,59,43.77,2,6,4.71,10,SaaS,Masters,Idea,7.98,1
11,27,39.55,6,1,15.98,6,AgriTech,Masters,MVP,27.72,1
14,23,7.14,5,6,11.31,9,SaaS,PhD,Growth,51.83,1
24,59,27.32,4,6,0.21,4,EdTech,Masters,MVP,55.19,1
9,27,5.37,7,6,8.64,9,AI,MBA,Prototype,43.48,0
24,34,2.36,8,8,8.22,9,FinTech,MBA,Growth,71.27,0
6,56,32.85,4,6,2.37,6,AI,PhD,Prototype,71.1,1
19,46,26.8,1,5,13.56,5,HealthTech,MBA,Growth,37.04,0
4,38,4.19,1,2,14.07,3,EdTech,Masters,Idea,3.69,0
0,14,1.84,1,4,14.45,5,SaaS,PhD,Growth,48.32,0
16,36,49.49,1,10,14.6,3,SaaS,Masters,Growth,31.96,0
2,53,1.6,5,5,0.1,5,HealthTech,MBA,MVP,5.17,0
12,8,22.28,4,10,19.08,5,SaaS,Masters,MVP,98.0,1
13,35,25.28,9,4,16.3,2,Ecommerce,PhD,Prototype,30.67,0
23,19,5.95,3,2,18.09,9,EdTech,Masters,Prototype,58.84,0
17,30,8.54,7,7,0.41,7,HealthTech,MBA,Prototype,43.91,1
3,14,17.66,8,10,18.68,6,EdTech,Bachelors,Growth,5.71,1
17,59,38.11,6,10,16.21,5,FinTech,PhD,Growth,-3.89,1
4,20,25.4,10,2,16.76,4,EdTech,Masters,Prototype,58.83,0
24,49,31.93,1,1,1.96,8,EdTech,PhD,Idea,17.17,0
15,25,49.26,8,5,14.8,2,FinTech,Masters,Idea,16.8,1
0,40,38.42,10,1,19.2,8,HealthTech,Bachelors,Growth,95.27,1
20,24,21.77,3,1,13.6,1,EdTech,MBA,Idea,40.8,0
13,14,22.38,8,1,11.45,10,AI,Masters,Idea,-6.76,1
14,26,30.98,4,6,18.92,1,EdTech,Masters,Prototype,27.38,1
8,38,33.3,8,9,8.91,3,HealthTech,Bachelors,Idea,54.29,1
14,23,25.09,1,10,12.03,5,SaaS,PhD,Idea,26.14,1
16,22,32.28,3,1,9.58,6,AgriTech,MBA,Growth,-7.05,0
24,48,1.27,6,5,18.66,4,FinTech,Masters,Growth,38.87,1
23,57,21.54,9,9,1.61,7,SaaS,Masters,Growth,1.65,1
3,19,14.02,2,9,10.07,7,HealthTech,MBA,Idea,58.11,0
11,46,6.55,1,1,13.77,2,Ecommerce,Bachelors,Prototype,58.15,1
4,51,5.07,10,8,15.86,2,AgriTech,PhD,MVP,-5.85,1
4,3,30.2,3,1,11.7,2,SaaS,MBA,Growth,21.97,0
10,42,26.23,4,8,18.19,2,EdTech,PhD,Growth,35.51,1
5,19,12.75,5,1,18.85,9,AgriTech,Bachelors,Growth,50.53,1
6,9,23.6,3,5,1.38,5,EdTech,Bachelors,Prototype,22.57,1
23,28,24.66,10,8,8.11,8,FinTech,MBA,MVP,21.65,1
13,20,9.83,2,6,0.57,5,EdTech,Masters,MVP,98.13,0
23,45,32.64,2,9,6.66,5,AgriTech,Bachelors,Growth,-5.4,1
10,7,39.07,7,1,10.78,1,AI,Bachelors,Idea,98.79,1
12,14,39.59,9,9,18.22,6,AI,MBA,Growth,-4.75,1
1,9,30.16,10,1,16.95,4,SaaS,MBA,Growth,21.72,0
24,59,25.63,2,10,2.64,3,HealthTech,MBA,Idea,44.31,1
6,55,3.14,7,10,1.95,6,FinTech,Bachelors,Idea,5.76,0
19,57,14.46,7,3,11.83,2,Ecommerce,PhD,Growth,4.83,1
3,19,4.75,7,1,10.69,8,SaaS,Bachelors,Prototype,18.19,1
7,47,48.19,3,3,5.4,1,HealthTech,MBA,Prototype,97.09,1
19,52,6.84,7,2,18.0,9,FinTech,Masters,Idea,31.81,0
21,14,7.67,1,2,18.55,8,AgriTech,Masters,Growth,52.26,0
20,56,44.49,10,9,8.11,1,FinTech,MBA,Prototype,67.47,1
18,38,47.2,1,8,17.82,10,AgriTech,Masters,Growth,71.64,1
12,53,38.31,5,1,7.74,9,SaaS,Bachelors,Growth,65.68,1
13,36,0.37,2,4,14.76,2,HealthTech,PhD,Growth,27.06,1
9,40,0.17,9,1,9.57,3,HealthTech,Bachelors,Prototype,2.29,1
10,17,18.97,7,1,2.54,2,EdTech,MBA,MVP,20.99,0
1,30,7.26,4,4,18.57,8,Ecommerce,Bachelors,Growth,13.13,0
24,9,1.02,4,2,9.14,2,AI,Masters,Prototype,4.99,0
8,33,23.26,2,3,14.72,10,EdTech,Bachelors,MVP,-7.31,0
16,56,47.16,5,9,7.41,2,FinTech,PhD,Idea,92.93,0
2,52,16.26,4,2,0.48,1,Ecommerce,Masters,Prototype,91.31,1
23,25,33.09,1,4,2.1,7,Ecommerce,PhD,MVP,-4.45,0
5,14,32.65,8,1,9.97,2,HealthTech,PhD,Prototype,9.04,0
4,11,12.63,3,2,13.83,10,Ecommerce,PhD,MVP,5.35,0
4,53,32.56,6,5,6.76,5,SaaS,Bachelors,MVP,20.93,0
21,35,10.7,4,10,13.94,5,Ecommerce,Bachelors,Prototype,12.45,1
14,41,6.19,9,1,14.0,3,FinTech,Bachelors,Idea,94.04,0
22,59,35.1,7,7,14.11,3,SaaS,Bachelors,Growth,-0.74,1
16,14,5.76,9,4,9.9,3,SaaS,Masters,MVP,13.28,0
8,30,49.85,10,6,18.31,6,EdTech,Bachelors,Growth,-1.12,1
2,41,9.25,3,8,9.84,4,Ecommerce,Masters,Idea,97.84,1
19,4,29.75,1,6,9.06,3,HealthTech,PhD,Growth,91.03,1
16,59,20.63,5,2,4.07,2,AgriTech,Masters,Growth,68.83,1
9,4,6.41,3,1,6.22,3,EdTech,MBA,Prototype,36.86,1
2,28,1.49,6,8,0.94,4,HealthTech,Bachelors,Prototype,10.92,1
17,8,31.17,8,8,12.71,6,Ecommerce,MBA,Idea,14.36,1
17,2,40.36,4,9,5.05,4,EdTech,Masters,Prototype,38.73,1
16,41,42.12,5,6,6.15,8,Ecommerce,Bachelors,MVP,74.5,1
23,46,24.19,5,1,15.44,3,FinTech,MBA,Idea,19.12,1
2,22,38.9,4,9,6.61,3,EdTech,Bachelors,Prototype,24.19,0
2,41,33.68,4,3,4.92,3,HealthTech,Masters,Prototype,55.99,1
5,56,36.24,4,6,3.46,8,FinTech,MBA,Idea,16.15,1
12,55,24.68,4,10,15.52,4,AI,Masters,MVP,54.26,1
23,16,31.71,4,10,2.68,1,HealthTech,MBA,Idea,32.58,1
14,29,40.3,5,9,9.13,2,AgriTech,PhD,Prototype,-6.22,0
24,49,19.95,2,3,10.19,10,Ecommerce,PhD,Prototype,34.3,1
8,48,40.32,2,5,13.78,2,HealthTech,PhD,Idea,91.15,1
3,30,29.64,9,5,12.7,3,AI,PhD,MVP,22.24,1
13,12,8.38,2,10,16.23,6,HealthTech,PhD,MVP,25.51,0
4,35,1.33,6,7,0.99,8,FinTech,Masters,Growth,-2.75,0
1,11,18.2,2,4,6.0,1,SaaS,PhD,MVP,57.66,1
10,46,27.38,5,4,5.67,9,HealthTech,Masters,Idea,83.42,1
8,50,42.01,4,7,3.01,1,EdTech,PhD,MVP,28.82,1
23,21,6.46,7,9,5.85,10,AgriTech,Bachelors,MVP,16.43,0
2,21,40.03,7,4,6.26,2,AI,PhD,Growth,95.23,1
8,5,43.16,6,4,10.49,3,HealthTech,Bachelors,MVP,71.96,1
2,48,7.62,10,6,13.31,7,AI,Masters,Growth,52.39,1
24,20,42.59,5,6,7.68,9,SaaS,PhD,Growth,23.61,1
1,37,49.57,1,7,14.42,3,FinTech,MBA,MVP,14.29,1
11,3,36.37,3,1,6.79,8,EdTech,Masters,Prototype,68.73,1
9,44,39.26,9,3,5.88,9,Ecommerce,PhD,Idea,47.4,1
8,33,49.72,1,9,10.87,10,HealthTech,Masters,Idea,47.27,1
14,53,30.31,5,6,0.57,7,FinTech,MBA,MVP,-1.89,1
7,9,15.46,2,6,1.69,4,AI,PhD,Idea,46.34,1
24,9,41.89,4,5,8.42,4,SaaS,MBA,Idea,80.5,1
4,4,30.76,1,3,18.86,4,AgriTech,PhD,Growth,94.15,0
10,35,29.1,3,5,14.46,6,AI,Bachelors,Prototype,1.74,0
1,17,12.76,10,1,1.85,4,AgriTech,Masters,Idea,59.43,0
23,34,37.84,7,3,16.94,5,SaaS,MBA,Prototype,52.52,1
14,24,4.18,10,4,14.67,9,AgriTech,Masters,Idea,87.93,1
5,32,46.22,3,5,12.26,7,SaaS,MBA,Prototype,72.64,1
7,1,16.36,4,10,16.42,8,FinTech,Masters,Prototype,96.18,0
4,8,6.48,2,9,8.14,5,HealthTech,Masters,Idea,95.6,0
15,45,22.17,3,4,4.51,5,Ecommerce,Masters,Growth,14.83,1
17,23,2.22,9,3,10.29,7,HealthTech,Bachelors,Prototype,69.79,0
5,47,34.26,3,10,11.02,8,EdTech,PhD,Prototype,48.36,0
4,40,45.15,5,1,10.81,9,HealthTech,Bachelors,Idea,13.61,1
15,12,41.88,2,10,11.34,2,SaaS,Masters,Prototype,11.44,0
12,54,6.46,4,6,18.98,3,SaaS,MBA,Prototype,-1.08,1
4,12,6.4,7,7,18.05,2,EdTech,Masters,Growth,77.51,1
12,46,40.69,7,10,17.53,10,AI,PhD,Prototype,25.7,1
16,47,46.22,3,8,16.05,7,SaaS,Bachelors,Growth,84.27,1
17,15,23.09,5,1,18.87,2,EdTech,PhD,Prototype,56.91,1
7,41,25.0,1,4,2.06,2,SaaS,MBA,Prototype,64.1,1
12,19,15.98,10,5,5.38,2,Ecommerce,PhD,Growth,22.08,1
18,26,44.72,10,2,9.95,4,SaaS,Bachelors,Growth,40.3,1
2,52,32.28,10,1,16.95,1,FinTech,MBA,MVP,35.35,1
23,29,14.48,1,8,10.15,2,EdTech,PhD,Prototype,15.93,1
7,22,15.01,5,6,14.99,3,AgriTech,Bachelors,Growth,81.58,0
1,40,44.57,10,5,2.87,7,HealthTech,Bachelors,Prototype,58.43,1
7,21,0.78,9,9,5.12,10,EdTech,Masters,Prototype,-5.88,0
12,51,16.2,1,2,14.66,1,AI,PhD,Prototype,80.19,1
12,38,27.76,1,10,3.38,6,SaaS,MBA,Idea,1.66,1
0,20,7.5,4,8,7.09,3,EdTech,Masters,MVP,34.41,1
5,57,4.7,4,10,5.37,3,Ecommerce,PhD,Idea,52.84,1
23,29,40.78,2,9,7.06,4,EdTech,PhD,MVP,-9.16,0
18,51,44.73,9,1,14.2,4,Ecommerce,MBA,Prototype,61.82,1
15,4,41.2,9,7,7.42,7,SaaS,Masters,Prototype,62.57,0
7,55,44.95,2,8,11.15,3,HealthTech,Masters,Growth,61.78,0
0,7,27.7,9,3,2.09,8,SaaS,MBA,MVP,7.98,0
15,28,40.63,6,4,16.12,8,AI,Masters,MVP,18.13,1
8,28,19.26,8,3,7.46,7,FinTech,Bachelors,Idea,17.21,0
12,4,33.35,10,7,13.01,2,HealthTech,MBA,MVP,95.61,1
10,22,49.44,4,9,14.54,5,HealthTech,PhD,Prototype,-2.57,1
12,12,11.36,2,3,4.27,6,FinTech,MBA,Growth,37.16,1
24,45,19.56,2,6,17.71,10,EdTech,Bachelors,Idea,85.84,0
20,3,24.05,9,8,12.36,4,SaaS,MBA,Growth,74.64,1
9,22,6.99,1,6,8.63,10,EdTech,PhD,MVP,80.47,0
3,44,4.14,7,2,3.73,5,EdTech,PhD,MVP,96.95,0
5,2,41.5,3,7,18.85,9,SaaS,MBA,Idea,32.6,1
6,24,48.84,3,2,15.13,7,AI,MBA,MVP,24.06,1
4,34,20.3,2,2,4.24,2,HealthTech,Bachelors,Growth,-6.63,1
10,27,4.47,10,2,6.82,1,Ecommerce,Bachelors,Prototype,6.5,0
12,55,3.38,6,1,16.21,2,FinTech,PhD,Idea,51.82,1
24,41,44.58,10,1,13.94,3,HealthTech,Masters,MVP,7.34,0
18,1,23.24,2,7,15.34,2,EdTech,Masters,Growth,70.99,0
22,8,16.07,10,5,8.88,3,FinTech,Masters,Prototype,-5.9,0
9,23,23.88,4,3,14.36,10,Ecommerce,Masters,MVP,18.54,1
9,38,15.98,10,1,7.79,9,HealthTech,PhD,Idea,66.5,1
10,6,24.5,9,10,4.3,4,HealthTech,Masters,MVP,18.11,0
20,22,42.99,9,6,12.69,9,AI,Masters,MVP,70.16,1
6,25,29.66,6,1,19.52,3,HealthTech,MBA,MVP,99.55,0
17,18,34.76,4,9,6.28,1,HealthTech,Masters,Prototype,77.68,1
3,17,18.3,7,2,9.27,5,Ecommerce,MBA,Prototype,27.6,0
1,12,36.95,1,1,13.51,10,Ecommerce,PhD,MVP,89.07,1
13,6,33.36,4,7,10.88,10,FinTech,MBA,MVP,-4.37,0
12,26,6.07,5,6,16.88,2,EdTech,Bachelors,Idea,69.75,0
11,27,28.67,8,6,15.26,4,Ecommerce,MBA,MVP,-7.43,1
6,8,12.91,2,5,1.26,2,FinTech,Masters,Growth,9.2,1
1,19,40.22,5,4,19.97,2,HealthTech,MBA,Growth,98.63,1
12,42,21.35,6,4,15.07,3,FinTech,MBA,Idea,29.7,0
13,1,49.73,5,3,17.29,5,FinTech,PhD,Prototype,80.25,1
16,57,4.72,9,10,13.06,4,FinTech,PhD,MVP,31.37,1
8,29,39.04,10,8,17.14,2,SaaS,Masters,Idea,82.4,1
16,45,33.72,1,7,2.34,10,FinTech,Bachelors,Prototype,96.2,1
7,49,38.4,3,9,7.02,2,Ecommerce,Bachelors,Idea,37.91,0
1,35,15.45,2,1,17.54,6,AgriTech,MBA,Prototype,51.53,0
23,40,24.65,3,7,4.11,7,AgriTech,Bachelors,MVP,59.15,0
12,14,39.85,10,10,1.66,10,AgriTech,PhD,Idea,92.83,0
2,35,11.7,9,4,15.78,6,AgriTech,Masters,MVP,18.24,1
15,48,11.38,9,7,16.73,7,SaaS,Masters,Idea,57.24,0
5,45,27.6,10,1,3.34,1,EdTech,PhD,Prototype,25.72,0
18,20,26.23,2,5,17.1,6,FinTech,Masters,Idea,13.86,0
6,56,14.18,3,3,13.77,3,AI,MBA,Growth,-0.66,1
9,49,14.97,4,5,10.45,1,AgriTech,Masters,Growth,58.28,0
8,13,13.96,9,4,16.62,8,HealthTech,Bachelors,Idea,87.03,0
1,38,38.6,3,2,8.44,4,AgriTech,Masters,Growth,28.65,1
14,49,32.63,7,4,3.96,10,AgriTech,Masters,MVP,50.79,1
4,46,41.64,3,3,5.77,8,HealthTech,PhD,Growth,60.63,0
21,49,48.78,7,1,10.15,10,SaaS,PhD,Growth,35.61,0
3,8,23.76,7,10,10.67,4,HealthTech,Bachelors,MVP,89.37,1
19,43,3.43,9,8,16.13,4,HealthTech,PhD,MVP,29.9,1
3,20,2.5,2,5,15.85,10,SaaS,Bachelors,Prototype,3.75,0
17,33,14.85,6,4,11.67,4,HealthTech,MBA,MVP,5.84,1
